time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
458.084,0.1709017,0.7211697,-0.02543057,1.627105,0.2122702,0.08092354,0.2457678,0.1704857,0.3481912,350.081,359.3261,358.8337,0.1964538,1.458455,-0.1209961,0.7916642,1.249798,2.238943,0.05262414,-0.2069481,0.4893372,354.4235,349.8359,17.02664,0.09424056,-1.111413,-0.07036954,-3.859213,1.559627,0.09169725,0.3796911,-0.3263328,0.5041242,16.76584,354.7331,350.0612,
471.821,0.1707021,0.5459709,-0.02156549,1.713002,0.2240869,0.008191666,0.248095,0.1721472,0.3474036,348.7165,359.0555,358.9979,0.1416187,1.339299,-0.1727281,1.242462,1.531618,1.441916,0.0540912,-0.1941341,0.4857483,352.3141,348.8364,17.73064,0.1524601,-1.139645,-0.1302167,-3.318215,0.8910043,-0.1112071,0.3821194,-0.3421031,0.5019717,18.38575,355.5959,350.3078,
485.895,0.1697707,0.3401554,-0.02909295,1.680357,0.2378431,-0.169012,0.2504368,0.168634,0.346524,347.5858,358.6413,359.557,0.116651,1.213115,-0.2275483,1.671794,1.659553,0.9279481,0.05615592,-0.1835661,0.4816294,349.9589,348.0164,18.48263,0.1687539,-1.239504,-0.189112,-3.6313,0.7858155,-0.2492459,0.3836989,-0.3592934,0.4989559,21.81439,355.9387,350.5783,
499.836,0.1703473,0.05759272,-0.04821924,1.047979,0.3021301,-0.4395682,0.2531784,0.1607818,0.3452195,348.2701,358.0083,0.342523,0.1058187,1.064803,-0.2949534,1.868427,2.027653,0.8474739,0.0589569,-0.1751274,0.4765528,347.4064,346.6582,18.45353,0.07956521,-1.316222,-0.2784848,-3.839134,1.621597,0.3919631,0.3836699,-0.3754757,0.4939051,25.54788,353.0497,349.3891,
513.713,0.1778782,-0.1598833,-0.09380662,-0.3475249,0.4122459,-0.4994175,0.2560415,0.1561164,0.340935,351.4252,357.4934,0.3899434,0.1188325,0.9323274,-0.3606703,2.102656,2.355172,0.9307961,0.06218903,-0.168739,0.4707944,344.451,345.3229,18.10778,-0.06076215,-1.314372,-0.380876,-3.426747,2.668468,1.555179,0.3837798,-0.3919576,0.4885455,27.62563,347.2271,346.6314,
527.734,0.1819769,-0.3311033,-0.1242026,-1.139066,0.4312323,-0.4335127,0.2583342,0.1484514,0.339252,353.0207,357.1919,0.3548851,0.1412064,0.8020783,-0.4103406,2.321262,2.388959,0.8540128,0.06538524,-0.1642083,0.4651175,341.6071,344.2957,18.16093,-0.1059381,-1.276434,-0.4305682,-2.648213,3.030414,1.85017,0.3857292,-0.4081164,0.4843966,28.28006,342.945,345.3639,
541.587,0.1799349,-0.4858705,-0.1173582,-0.9726447,0.4046633,-0.3212823,0.2605164,0.1373159,0.339295,352.7312,356.9293,0.3403375,0.1466487,0.6385295,-0.4636068,2.516386,2.476421,0.5954202,0.06765292,-0.1628743,0.4590698,338.7866,342.882,18.78072,0.0617055,-1.221328,-0.3329452,-0.7978342,1.909248,0.2429904,0.3911082,-0.4250574,0.4827797,26.61966,345.4229,348.714,
555.497,0.1775867,-0.6145202,-0.1070313,-0.5858989,0.4100479,-0.2181608,0.2629137,0.1257858,0.3381409,352.4609,356.5702,0.3222556,0.1187398,0.4690828,-0.5205245,2.625385,2.865453,0.1881149,0.0702353,-0.164091,0.4521967,335.9289,340.2043,19.82455,0.2421627,-1.263392,-0.2239188,-0.5235846,0.6427036,-1.056576,0.3961342,-0.4441453,0.4817592,26.93747,349.1139,350.9777,
569.32,0.1745659,-0.7145238,-0.09885052,-0.3753459,0.4147259,-0.1888457,0.2652013,0.1140177,0.3371848,352.6075,356.1958,0.4392488,0.1085996,0.2802081,-0.5453981,2.531507,2.853282,-0.1256366,0.07320841,-0.1678658,0.4461229,333.7789,337.8846,20.94445,0.3260024,-1.359519,-0.1684749,-1.412732,0.0798113,-1.28621,0.4002971,-0.4632077,0.481554,29.42957,351.0054,351.1046,
583.387,0.1695606,-0.795029,-0.08626677,-0.2409833,0.4105957,-0.2351514,0.2673931,0.1012349,0.3362767,352.6578,355.8022,0.7114364,0.136925,0.0971933,-0.5404863,2.314074,2.597831,-0.07156558,0.07690609,-0.1734282,0.4405944,331.9154,336.5951,21.39177,0.324046,-1.398688,-0.1230906,-2.382471,-0.2769415,-0.3658399,0.4048373,-0.4793077,0.4828731,32.32177,350.1877,348.1678,
