time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
597.264,-0.01281182,-0.02714836,-0.2860668,0.3287787,2.326613,0.04592328,0.1827085,0.01567096,-0.2000037,357.9457,265.6049,3.982071,0.08697265,0.1033773,-0.3053015,-1.109262,1.45627,0.9812024,0.1068601,-0.4950396,-0.2848932,26.69887,304.1053,3.136846,-0.09993713,-0.0633246,-0.1297252,-0.9923087,1.04725,-0.04638752,0.3057746,-0.5853649,-0.02381722,47.73083,282.298,358.256,
611.09,-0.001900934,-0.02819441,-0.2856024,0.3254708,2.31911,0.07273094,0.183006,0.01526889,-0.20392,358.1939,263.7543,4.167887,0.09555103,0.09294164,-0.3018678,-1.222342,1.437715,0.9108189,0.1094821,-0.4945728,-0.287959,26.07393,302.3443,2.725934,-0.09366506,-0.06887036,-0.1426795,-0.9665483,1.128422,0.002596766,0.3049862,-0.5863624,-0.02490614,48.01784,281.0567,358.2654,
624.959,0.009264052,-0.02735548,-0.284975,0.3242356,2.315555,0.08969562,0.1834564,0.01504928,-0.2078214,358.4647,261.9084,4.31918,0.106874,0.08322725,-0.297495,-1.275,1.383222,0.823382,0.1121569,-0.4941861,-0.2910207,25.49188,300.7388,2.311818,-0.085718,-0.08029991,-0.1494609,-0.9002123,1.214398,0.07340856,0.3042038,-0.5874094,-0.02579404,48.43037,280.0166,358.5123,
638.965,0.01905385,-0.02356091,-0.28418,0.3052111,2.306496,0.074348,0.1839364,0.01496762,-0.2117398,358.6424,260.091,4.382142,0.1183802,0.072901,-0.2940132,-1.267055,1.33452,0.692525,0.1148121,-0.4937656,-0.294064,25.07274,299.2515,1.919284,-0.08118512,-0.08662283,-0.1503388,-0.859846,1.19767,0.1039211,0.3035094,-0.5883933,-0.02669659,48.70848,279.0219,358.6433,
652.895,0.02913218,-0.01727388,-0.2832853,0.2726132,2.290092,0.05073111,0.184571,0.01487061,-0.2156348,358.7783,258.288,4.450047,0.1266332,0.06123482,-0.290447,-1.172615,1.325449,0.5324249,0.1171742,-0.4934185,-0.2970852,24.9066,297.882,1.664692,-0.0810165,-0.08355251,-0.148842,-0.8543948,1.091156,0.1090278,0.3027399,-0.5890973,-0.02750971,48.78398,278.0583,358.6551,
666.765,0.03725918,-0.01410094,-0.2821679,0.2492979,2.274946,0.02937707,0.1852996,0.01464376,-0.2194674,358.9355,256.4931,4.495456,0.1272426,0.05525837,-0.2906594,-1.110527,1.374487,0.4380883,0.1194402,-0.4930021,-0.3000631,24.73747,296.4008,1.470307,-0.08166064,-0.07932027,-0.1525084,-0.8669235,0.986576,0.01512305,0.3021122,-0.5898682,-0.02840203,48.81804,276.8705,358.2834,
680.897,0.04751423,-0.0152323,-0.2797945,0.2401977,2.259539,0.01568697,0.1862516,0.01422682,-0.2232418,359.1125,254.7176,4.538533,0.1239172,0.0546874,-0.2934493,-1.066301,1.496316,0.4313335,0.1217185,-0.4924397,-0.3030199,24.51462,294.776,1.456674,-0.07798274,-0.07753931,-0.1612843,-0.879596,0.994535,-0.08839029,0.3014629,-0.5906217,-0.02929805,49.00947,275.4575,357.7832,
694.829,0.05696863,-0.0183779,-0.2766928,0.2523735,2.242136,0.009904094,0.1872737,0.01390249,-0.2269399,359.346,252.9596,4.540843,0.1244267,0.05967822,-0.2927379,-1.027971,1.557299,0.4774666,0.1242711,-0.4918126,-0.3059779,24.17111,293.2375,1.571995,-0.07339217,-0.0785358,-0.170437,-0.894192,1.068639,-0.1284223,0.300777,-0.5914509,-0.03027846,49.30362,274.0046,357.4189,
708.821,0.06455871,-0.0199254,-0.2735463,0.2613851,2.220875,0.003746584,0.1883774,0.0137029,-0.2306602,359.5545,251.2313,4.518395,0.1338018,0.06275364,-0.2799244,-0.9626718,1.38235,0.428975,0.1268994,-0.4912847,-0.3086441,23.83271,292.1859,1.497601,-0.06921368,-0.08161028,-0.1734572,-0.8948359,1.144442,-0.06703086,0.3000514,-0.5923154,-0.03125311,49.63703,272.7835,357.4272,
722.595,0.07192934,-0.02124541,-0.270287,0.2444937,2.189102,-0.01605567,0.1894641,0.01330841,-0.2343137,359.6516,249.5295,4.492173,0.1437666,0.06616438,-0.2744263,-1.027494,1.249014,0.3260354,0.129773,-0.4905897,-0.3113935,23.41631,290.9483,1.06517,-0.06675765,-0.08356422,-0.1700283,-0.8707801,1.151335,0.02381635,0.2994232,-0.5930603,-0.03200443,49.92363,271.8427,357.6603,
736.644,0.07767064,-0.02272565,-0.2676949,0.2287036,2.158448,-0.02760528,0.1906724,0.01293904,-0.2379955,359.7827,247.862,4.470968,0.154542,0.06759488,-0.2663607,-1.015308,1.114158,0.2671613,0.1326361,-0.4899924,-0.314057,23.00815,289.9118,0.7359097,-0.06481943,-0.08378042,-0.1661846,-0.815172,1.076244,0.03307745,0.2988726,-0.5938792,-0.0328412,50.13337,270.9755,357.7029,
750.524,0.08486814,-0.0251361,-0.2655781,0.2276738,2.122272,-0.01698248,0.1919975,0.0124315,-0.2416918,359.99,246.2293,4.453823,0.1614284,0.06293306,-0.2652692,-0.96691,1.102254,0.2494185,0.1353467,-0.4896658,-0.3169651,22.69156,288.8042,0.5957466,-0.06226506,-0.08283659,-0.1675477,-0.7770975,0.9868329,-0.05468923,0.2984864,-0.5947143,-0.03357367,50.27362,269.8889,357.354,
