time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
471.728,0.004502928,0.004598855,0.002443867,0.05916834,-0.04125864,0.04264353,-0.1044958,0.04377025,0.1493125,352.6944,0.6434215,359.8964,-0.002592331,-0.002953205,0.03508424,0.06565001,-0.08957814,0.01109546,-0.3066527,-0.6955498,0.1962004,62.07521,308.6849,284.9425,0.005541028,0.002064814,-0.01079398,-0.2214954,0.06629887,-0.02834647,-3.068395,1.477085,0.6067811,75.66826,39.2039,358.1154,
485.569,0.004869754,0.003285979,0.001835848,0.04532696,-0.04162888,0.05476605,-0.1043959,0.0437651,0.1493188,352.6893,0.6856273,359.8338,-0.005386107,-0.003811017,0.03412667,0.08501442,-0.05394336,0.05611126,-0.3066865,-0.6956326,0.1966323,62.04388,308.6264,285.0219,0.003689167,0.0006074859,-0.01234089,-0.24643,0.008207709,-0.04734722,-3.068406,1.477097,0.6067517,75.78093,39.52844,358.24,
499.605,0.004740209,0.00292412,0.001398158,0.02940642,-0.04404816,0.06740339,-0.1043215,0.04378715,0.1493238,352.6938,0.745213,359.7617,-0.00472364,-0.006481742,0.02857438,0.09350032,0.03955528,0.1127587,-0.3068141,-0.6957553,0.1971121,62.16501,308.4783,285.112,0.0007677332,-0.001181675,-0.01119521,-0.2170726,-0.05726232,-0.05458287,-3.068408,1.477089,0.6067153,75.88158,39.26274,357.8466,
513.328,0.004598231,0.002822355,0.001188943,0.02305846,-0.04403051,0.07182509,-0.1042624,0.04382983,0.1493273,352.6765,0.7909091,359.7146,-0.003929298,-0.005681598,0.02709997,0.1021695,0.05152289,0.09503831,-0.306828,-0.6957948,0.197415,62.19633,308.5179,285.254,0.001818578,-0.0002174255,-0.009605796,-0.1875489,-0.01316681,-0.02322736,-3.068408,1.477077,0.6066853,75.90932,39.33248,357.9176,
527.425,0.004197354,0.003172176,0.0009876646,0.02306888,-0.03881693,0.0749389,-0.1042166,0.04389107,0.1493273,352.662,0.8327325,359.6486,-0.003346178,-0.005971879,0.02512891,0.08002159,0.05082292,0.05073696,-0.3068644,-0.6958612,0.1975794,62.2153,308.5936,285.3156,0.004326821,0.001713576,-0.008149765,-0.16574,0.0620386,0.001193127,-3.068413,1.477082,0.6066718,75.90706,39.70192,358.2951,
541.398,0.003866474,0.003223339,0.0007395757,0.02305049,-0.03437971,0.07497621,-0.1041656,0.04393312,0.1493258,352.6385,0.8588423,359.5899,-0.00622003,-0.004480897,0.02422009,0.0532821,-0.006545384,0.00738727,-0.306915,-0.6958967,0.1977539,62.16422,308.6385,285.316,0.00612112,0.002980239,-0.008017175,-0.1684606,0.1072527,0.007561093,-3.068423,1.477101,0.6066685,75.90863,40.31705,358.8915,
555.193,0.002811121,0.00265252,0.0006578403,0.02310005,-0.03380427,0.0814079,-0.1041455,0.04394537,0.1493282,352.6245,0.8992313,359.5194,-0.009692686,-0.003881112,0.02298715,0.02904064,-0.05210641,-0.02444948,-0.3070491,-0.695952,0.1979991,62.09508,308.7045,285.3448,0.004844731,0.002186068,-0.007549257,-0.1571655,0.07426359,-0.007742409,-3.068432,1.477119,0.6066617,75.93309,40.35673,358.8833,
569.322,0.002109488,0.001873499,0.0006162759,0.02314002,-0.03249626,0.08217866,-0.1041279,0.04394811,0.1493263,352.6072,0.9464661,359.4524,-0.01307766,-0.00442607,0.02007625,0.01154017,-0.07208496,-0.02621954,-0.307218,-0.6960283,0.1982088,62.02388,308.7247,285.331,0.004549895,0.002297581,-0.005409189,-0.1171812,0.07497184,-0.01680247,-3.068439,1.47713,0.6066527,75.9188,40.30914,358.8284,
583.201,0.001344398,0.001095255,0.0002578845,0.01882249,-0.0336206,0.07372119,-0.1041272,0.04395288,0.1493067,352.6046,0.9838017,359.4221,-0.01473991,-0.005299913,0.01682053,0.01459387,-0.06774975,-0.008674233,-0.3073517,-0.6960979,0.1983653,61.97367,308.7176,285.325,0.005504637,0.003150935,-0.004067946,-0.09579901,0.1025465,-0.02203345,-3.068447,1.477144,0.6066474,75.88225,40.50882,359.0243,
597.097,0.000743325,0.0005898579,-0.0005509141,0.005936245,-0.03060226,0.05998718,-0.104131,0.04395607,0.1492666,352.6204,1.008447,359.4021,-0.01420963,-0.006419346,0.01241655,0.03724809,-0.03688282,0.0184389,-0.3074837,-0.6961912,0.1984594,61.95628,308.7138,285.3688,0.006536394,0.003804957,-0.004528143,-0.1092283,0.120015,-0.03576894,-3.068459,1.477167,0.6066393,75.83347,40.8932,359.3717,
610.578,0.0001488885,0.0002327019,-0.001271112,-0.0005990145,-0.02995142,0.04565966,-0.1041234,0.04395822,0.1492214,352.6327,1.03382,359.3925,-0.01363697,-0.007378653,0.007261311,0.04764749,-0.005868558,0.04874215,-0.3076337,-0.6963065,0.1985143,61.95735,308.68,285.4057,0.007588872,0.004310956,-0.006236408,-0.1466218,0.1298318,-0.05494164,-3.068474,1.477193,0.606624,75.78596,41.50119,359.8858,
624.725,-0.0003467748,0.0002695865,-0.001875971,-0.005033801,-0.03137768,0.03181772,-0.1041183,0.04397038,0.149171,352.6436,1.058822,359.3929,-0.0129704,-0.008855844,0.001078286,0.03084649,0.01645394,0.05652544,-0.3077862,-0.6964176,0.1985113,61.97845,308.6241,285.4011,0.006914045,0.003678298,-0.007585362,-0.1701511,0.105436,-0.05989014,-3.068491,1.477222,0.6066041,75.78732,41.88984,0.1802469,
638.764,-0.0008066747,0.0003396162,-0.002243222,-0.00199721,-0.03230342,0.01994026,-0.1041329,0.0439817,0.1491319,352.6363,1.091098,359.3943,-0.01386327,-0.009257649,-0.00358034,-0.001126061,-0.01492363,0.02658198,-0.3079341,-0.6965307,0.1984671,61.96255,308.5822,285.3577,0.00492782,0.00220178,-0.008443526,-0.1804985,0.0513057,-0.06874333,-3.068504,1.477238,0.6065761,75.82718,41.98879,0.1625272,
652.512,-0.001058282,0.0007665999,-0.002654208,-0.002110603,-0.03135963,0.01094853,-0.1041503,0.04400802,0.1490891,352.6285,1.109962,359.3997,-0.01449055,-0.009802147,-0.006835537,-0.03190611,-0.03434754,0.009490165,-0.3081111,-0.6967024,0.1983546,61.93518,308.5233,285.2712,0.005137378,0.002349482,-0.008573222,-0.1847411,0.05249187,-0.07867123,-3.068514,1.477248,0.6065476,75.8267,42.31565,0.3721046,
666.669,-0.001389009,0.0004994131,-0.002642413,0.005213722,-0.03255407,0.002329155,-0.1041784,0.04401356,0.1490536,352.6145,1.135366,359.4169,-0.01438954,-0.01016552,-0.01036948,-0.0493922,-0.04868998,0.001978236,-0.3082933,-0.6969139,0.1981668,61.89515,308.4456,285.1463,0.006081471,0.002973089,-0.00902001,-0.1986614,0.06563561,-0.1003741,-3.068531,1.477266,0.6065024,75.79431,42.80871,0.6909845,
680.523,-0.001563225,0.0008089342,-0.003150444,0.007278026,-0.03158696,-0.002324661,-0.1042078,0.04404223,0.1489811,352.5951,1.160508,359.4216,-0.01201241,-0.01136693,-0.01539571,-0.05229317,-0.02459078,0.01385044,-0.3084132,-0.6971152,0.1979456,61.89532,308.3537,285.0364,0.006701712,0.003419356,-0.009145411,-0.2051395,0.07423279,-0.1175905,-3.068549,1.477285,0.6064585,75.75313,43.26552,0.9830607,
694.363,-0.001673319,0.001405879,-0.003384949,0.009352887,-0.03241878,-0.005458724,-0.1042361,0.04408479,0.1489155,352.5918,1.176659,359.4347,-0.009166522,-0.01181485,-0.01863321,-0.04547711,-0.003971023,0.02019883,-0.3084824,-0.6972663,0.1977296,61.91072,308.287,284.9683,0.008012175,0.00430193,-0.009779135,-0.2235562,0.09669438,-0.134526,-3.068568,1.477308,0.6064156,75.67854,44.01088,1.527421,
708.517,-0.001517684,0.001924102,-0.003899911,0.009451661,-0.02822675,-0.002102933,-0.1042762,0.04413065,0.1488295,352.5827,1.194827,359.4265,-0.005389533,-0.01208887,-0.02160353,-0.04665069,0.01374581,0.01039038,-0.308519,-0.6974394,0.1974309,61.94043,308.2353,284.898,0.007827681,0.004169222,-0.01015146,-0.2317766,0.08631201,-0.1483049,-3.068598,1.477344,0.6063516,75.62781,44.48383,1.796266,
722.427,-0.001329946,0.002116537,-0.004202146,0.00745532,-0.02553952,0.003856789,-0.1043143,0.04416972,0.1487427,352.5848,1.21854,359.4133,-0.002004429,-0.01208073,-0.024348,-0.06430151,0.01922505,-0.008881053,-0.3085333,-0.6976393,0.197029,61.98043,308.184,284.7881,0.00535531,0.00260172,-0.008855066,-0.1966479,0.0426918,-0.1232082,-3.068617,1.477361,0.6062986,75.67104,44.22236,1.494968,
736.239,-0.001178633,0.002701777,-0.004213056,0.01088608,-0.02179797,0.01383886,-0.1043315,0.04421365,0.1486676,352.5648,1.236241,359.3926,-0.0004326641,-0.01166276,-0.02465724,-0.06661319,0.01033091,-0.02847099,-0.3085274,-0.6977832,0.1967171,61.99272,308.1838,284.7254,0.005477903,0.002889049,-0.007363481,-0.16841,0.05638094,-0.1132033,-3.06863,1.477372,0.6062586,75.63366,44.30917,1.527175,
750.143,-0.0006845536,0.003201816,-0.003866078,0.01734233,-0.02206163,0.01705266,-0.1043096,0.04424927,0.1486119,352.5339,1.258851,359.3814,0.0008610948,-0.01148428,-0.02486864,-0.07239351,-0.002016014,-0.03960194,-0.3084917,-0.6979682,0.1963301,61.99698,308.1703,284.6271,0.005330267,0.003058688,-0.005251186,-0.1268632,0.06899589,-0.09623599,-3.068645,1.477386,0.6062201,75.58991,44.25411,1.460344,
764.168,-0.0002792341,0.003475004,-0.003396601,0.02484878,-0.02441888,0.02073536,-0.1042883,0.04428563,0.1485684,352.5107,1.29297,359.3592,0.002258711,-0.01196196,-0.02519658,-0.06644149,0.0004481207,-0.03399505,-0.3084408,-0.6981367,0.1959938,62.01163,308.1505,284.5566,0.005125185,0.003086497,-0.00393141,-0.09560495,0.08911987,-0.03884814,-3.068659,1.477403,0.6061929,75.57633,44.2465,1.481877,
